公司代码,公司简称,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,B股代码,B股 简 称,B股上市日期,B股总股本,B股流通股本,地      区,省    份,城     市,所属行业,公司网址
002293,罗莱生活,罗莱生活科技股份有限公司,"LUOLAI LIFESTYLE TECHNOLOGY CO.,LTD",江苏省南通市经济技术开发区星湖大道1699号,002293,罗莱生活,2009-09-10,"701,815,500","699,488,271",,,,0,0,华东,江苏,南通市,C 制造业,www.luolai.com.cn
002294,信立泰,深圳信立泰药业股份有限公司,"Shenzhen Salubris Pharmaceuticals Co.,Ltd",广东省深圳市福田区深南大道6009号车公庙绿景广场主楼37层,002294,信立泰,2009-09-10,"1,046,016,000","459,180,000",,,,0,0,华南,广东,深圳市,C 制造业,www.salubris.cn
002295,精艺股份,广东精艺金属股份有限公司,"Guangdong Jingyi Metal Co.,Ltd.",广东省佛山市顺德区北滘镇西海工业区,002295,精艺股份,2009-09-29,"251,600,000","182,516,497",,,,0,0,华南,广东,佛山市,C 制造业,www.jingyimetal.com
002296,辉煌科技,河南辉煌科技股份有限公司,"HeNan Splendor Science&Technology Co.,Ltd.",河南省郑州市高新技术产业开发区科学大道74号,002296,辉煌科技,2009-09-29,"376,656,420","316,204,677",,,,0,0,华中,河南,郑州市,C 制造业,www.hhkj.cn
002297,博云新材,湖南博云新材料股份有限公司,"HUNAN BOYUN NEW MATERIALS Co.,Ltd.",湖南省长沙市岳麓区高新技术产业开发区麓松路500号,002297,博云新材,2009-09-29,"471,315,045","364,762,593",,,,0,0,华中,湖南,长沙市,C 制造业,www.hnboyun.com.cn
002298,中电鑫龙,安徽中电兴发与鑫龙科技股份有限公司,"ANHUI SINONET & XINLONG SCIENCE & TECHNOLOGY CO., LTD.",安徽省芜湖市经济技术开发区电器部件工业园(九华北路118号),002298,中电鑫龙,2009-09-29,"632,918,760","359,831,811",,,,0,0,华东,安徽,芜湖市,C 制造业,www.ah-xinlong.com
002299,圣农发展,福建圣农发展股份有限公司,"Fujian Sunner Development Co., Ltd.",福建省光泽县十里铺圣农总部办公大楼,002299,圣农发展,2009-10-21,"1,110,900,000","900,255,957",,,,0,0,华东,福建,南平市,A 农林牧渔,www.sunnercn.com
002300,太阳电缆,福建南平太阳电缆股份有限公司,"Fujian Nanping Sun Cable CO.,LTD.",福建省南平市工业路102号,002300,太阳电缆,2009-10-21,"542,700,000","541,946,416",,,,0,0,华东,福建,南平市,C 制造业,www.npcable.com
002301,齐心集团,深圳齐心集团股份有限公司,"SHENZHEN COMIX GROUP CO., LTD.",广东省深圳市福田区福虹路世贸广场A幢17楼05-06号,002301,齐心集团,2009-10-21,"373,599,998","353,486,964",,,,0,0,华南,广东,深圳市,C 制造业,www.comix.com.cn
002302,西部建设,中建西部建设股份有限公司,"China West Construction Group Co.,ltd",新疆维吾尔自治区乌鲁木齐市经济技术开发区泰山路268号,002302,西部建设,2009-11-03,"1,032,234,050","933,979,834",,,,0,0,西北,新疆,乌鲁木齐市,C 制造业,cwcg.cscec.com
002303,美盈森,美盈森集团股份有限公司,"MYS GROUP CO., LTD.",广东省深圳市光明新区光明新陂头村美盈森厂区A栋,002303,美盈森,2009-11-03,"1,430,400,000","1,020,975,390",,,,0,0,华南,广东,深圳市,C 制造业,www.szmys.com
002304,洋河股份,江苏洋河酒厂股份有限公司,"Jiangsu Yanghe Brewery Joint-Stock Co.,Ltd.",江苏省宿迁市洋河镇中大街118号,002304,洋河股份,2009-11-06,"1,506,988,000","1,235,247,612",,,,0,0,华东,江苏,宿迁市,C 制造业,www.chinayanghe.com
002305,南国置业,南国置业股份有限公司,"LANGOLD REAL ESTATE CO.,LTD.",湖北省武汉市武昌区南湖中央花园会所,002305,南国置业,2009-11-06,"1,734,134,660","1,192,551,491",,,,0,0,华中,湖北,武汉市,K 房地产,www.langold.com.cn
002306,中科云网,中科云网科技集团股份有限公司,"Cloud Live Technology Group Co.,Ltd.",北京市海淀区上地七街1号2号楼3层,002306,中科云网,2009-11-11,"800,000,000","799,639,400",,,,0,0,华北,北京,北京市,H 住宿餐饮,www.xeq.com.cn
002307,北新路桥,新疆北新路桥集团股份有限公司,"Xinjiang Beixin Road & Bridge Group Co., Ltd.",新疆维吾尔自治区乌鲁木齐市高新区高新街217号盈科广场A座16-17层,002307,北新路桥,2009-11-11,"557,327,160","557,309,050",,,,0,0,西北,新疆,乌鲁木齐市,E 建筑业,www.xjbxlq.com
002308,威创股份,广东威创视讯科技股份有限公司,VTRON TECHNOLOGIES LTD.,广东省广州高新技术产业开发区科珠路233号,002308,威创股份,2009-11-27,"835,591,560","835,506,360",,,,0,0,华南,广东,广州市,C 制造业,www.vtron.com
002309,中利科技,中利科技集团股份有限公司,"Zhongli Science And Technology Group Co.,Ltd",江苏省常熟东南经济开发区,002309,中利科技,2009-11-27,"572,232,308","359,791,154",,,,0,0,华东,江苏,苏州市,C 制造业,www.zhongli.com
002310,东方园林,北京东方园林生态股份有限公司,"Beijing  Orient  Landscape & Ecology  Co., Ltd.",北京市朝阳区酒仙桥北路甲10号院104号楼6层601号,002310,东方园林,2009-11-27,"1,008,711,947","566,435,601",,,,0,0,华北,北京,北京市,E 建筑业,www.orientscape.com
002311,海大集团,广东海大集团股份有限公司,"Guangdong Haid Group Co.,Limited",广东省广州市番禺区南村镇南村村北大街18号之六,002311,海大集团,2009-11-27,"1,541,608,554","1,527,871,110",,,,0,0,华南,广东,广州市,C 制造业,www.haid.com.cn
002312,三泰控股,成都三泰控股集团股份有限公司,"Chengdu Santai Holding Group Co., Ltd.",四川省成都市金牛区高科技产业园区蜀西路42号,002312,三泰控股,2009-12-03,"918,727,822","529,666,718",,,,0,0,西南,四川,成都市,C 制造业,www.isantai.com
002313,日海通讯,深圳日海通讯技术股份有限公司,"Sunsea Telecommunications Co.,Ltd.",广东省深圳市南山区科苑路清华信息港综合楼107号,002313,日海通讯,2009-12-03,"312,000,000","312,000,000",,,,0,0,华南,广东,深圳市,C 制造业,www.sunseagroup.com
002314,南山控股,深圳市新南山控股（集团）股份有限公司,"Shenzhen New Nanshan Holding (Group) Co.,Ltd",广东省深圳市南山区高新区南区科技南十二路007号九洲电器大厦五楼A室,002314,南山控股,2009-12-03,"1,877,530,273","579,866,250",,,,0,0,华南,广东,深圳市,E 建筑业,www.szyazhi.com
002315,焦点科技,焦点科技股份有限公司,"Focus Technology Co.,Ltd.",江苏省南京市高新开发区星火路软件大厦A座12F,002315,焦点科技,2009-12-09,"117,500,000","60,581,927",,,,0,0,华东,江苏,南京市,I 信息技术,www.focuschina.com
002316,键桥通讯,深圳键桥通讯技术股份有限公司,"SHENZHEN KEYBRIDGE COMMUNICATIONS CO.,LTD.",广东省深圳市南山区高新科技园后海大道2388号怡化金融科技大厦24层,002316,键桥通讯,2009-12-09,"393,120,000","314,794,075",,,,0,0,华南,广东,深圳市,I 信息技术,www.keybridge.com.cn
002317,众生药业,广东众生药业股份有限公司,"Guangdong Zhongsheng Pharmaceutical Co.,Ltd.",广东省东莞市石龙镇西湖工业区信息产业园,002317,众生药业,2009-12-11,"737,986,000","492,458,250",,,,0,0,华南,广东,东莞市,C 制造业,www.zspcl.com
002318,久立特材,浙江久立特材科技股份有限公司,"Zhejiang JIULI Hi-tech Metals Co.,Ltd.",浙江省湖州市双林镇镇西,002318,久立特材,2009-12-11,"841,505,932","816,301,251",,,,0,0,华东,浙江,湖州市,C 制造业,www.jiuli.com
002319,乐通股份,珠海市乐通化工股份有限公司,"LETONG CHEMICAL CO.,LTD.",广东省珠海市金鼎官塘乐通工业园,002319,乐通股份,2009-12-11,"200,000,000","199,946,209",,,,0,0,华南,广东,珠海市,C 制造业,www.letongink.com
002320,海峡股份,海南海峡航运股份有限公司,"HAINAN STRAIT SHIPPING CO.,LTD.",海南省海口市滨海大道157号港航大厦14楼,002320,海峡股份,2009-12-16,"425,880,000","425,877,192",,,,0,0,华南,海南,海口市,G 运输仓储,www.hnss.net.cn
002321,华英农业,河南华英农业发展股份有限公司,"Henan Huaying Agricultural Development Co., Ltd.",河南省潢川县产业集聚区工业大道1号,002321,华英农业,2009-12-16,"534,291,100","423,459,126",,,,0,0,华中,河南,信阳市,A 农林牧渔,www.hua-ying.com
002322,理工环科,宁波理工环境能源科技股份有限公司,"Ningbo Ligong Environment And Energy Technology Co.,Ltd",浙江省宁波市保税区曹娥江路22号,002322,理工环科,2009-12-18,"402,998,675","158,215,272",,,,0,0,华东,浙江,宁波市,C 制造业,www.lgom.com.cn
002323,雅百特,江苏雅百特科技股份有限公司,"JiangSu Yabaite Technology CO., LTD.",江苏省盐城市青年西路88号,002323,雅百特,2009-12-18,"745,729,656","261,391,950",,,,0,0,华东,江苏,盐城市,E 建筑业,www.yabaite.com
002324,普利特,上海普利特复合材料股份有限公司,"SHANGHAI PRET COMPOSITES CO.,LTD.",上海市四平路421弄20号2楼,002324,普利特,2009-12-18,"270,000,000","158,734,885",,,,0,0,华东,上海,上海市,C 制造业,www.pret.com.cn
002325,洪涛股份,深圳市洪涛装饰股份有限公司,"SHENZHEN HONGTAO DECORATION CO.,LTD.",广东省深圳市罗湖区泥岗西洪涛路17号,002325,洪涛股份,2009-12-22,"1,201,850,898","913,812,877",,,,0,0,华南,广东,深圳市,E 建筑业,www.szhongtao.cn
002326,永太科技,浙江永太科技股份有限公司,"Zhejiang Yongtai Technology Co.,Ltd.",浙江省化学原料药基地临海园区东海第五大道1号,002326,永太科技,2009-12-22,"798,610,481","531,717,884",,,,0,0,华东,浙江,台州市,C 制造业,www.yongtaitech.com
002327,富安娜,深圳市富安娜家居用品股份有限公司,"Shenzhen Fuanna Bedding and Furnishing Co.,Ltd.",广东省深圳市南山区创业南油大道西路自行车加工厂1栋,002327,富安娜,2009-12-30,"851,767,789","473,143,008",,,,0,0,华南,广东,深圳市,C 制造业,www.fuanna.com.cn
002328,新朋股份,上海新朋实业股份有限公司,"SHANGHAI XINPENG INDUSTRY CO.,LTD.",上海市青浦区华新镇华隆路1698号,002328,新朋股份,2009-12-30,"448,100,000","325,316,263",,,,0,0,华东,上海,上海市,C 制造业,www.xinpeng.com
002329,皇氏集团,皇氏集团股份有限公司,"Royal Group Co.,Ltd.",广西壮族自治区南宁市科园大道66号,002329,皇氏集团,2010-01-06,"837,640,035","415,596,286",,,,0,0,华南,广西,南宁市,C 制造业,www.gxhsry.com
002330,得利斯,山东得利斯食品股份有限公司,"Shandong Delisi Food Co.,Ltd.",山东省诸城市昌城镇驻地,002330,得利斯,2010-01-06,"502,000,000","501,943,900",,,,0,0,华东,山东,潍坊市,C 制造业,www.delisi.com.cn
002331,皖通科技,安徽皖通科技股份有限公司,"Anhui Wantong Technology Co.,Ltd.",安徽省合肥市高新区皖水路589号,002331,皖通科技,2010-01-06,"350,327,055","277,500,398",,,,0,0,华东,安徽,合肥市,I 信息技术,www.wantong-tech.net
002332,仙琚制药,浙江仙琚制药股份有限公司,"ZHEJIANG XIANJU PHARMACEUTICAL CO., LTD.",浙江省仙居县仙药路1号,002332,仙琚制药,2010-01-12,"610,808,111","468,110,031",,,,0,0,华东,浙江,台州市,C 制造业,www.xjpharma.com
002333,罗普斯金,苏州罗普斯金铝业股份有限公司,"Suzhou Lopsking Aluminum CO., Ltd.",江苏省苏州市相城区黄埭镇潘阳工业园太东路2777号,002333,罗普斯金,2010-01-12,"502,603,600","484,969,720",,,,0,0,华东,江苏,苏州市,C 制造业,www.lpsk.com.cn
002334,英威腾,深圳市英威腾电气股份有限公司,"SHENZHEN INVT ELECTRIC CO., LTD.",广东省深圳市南山区龙井高发科技工业园4号厂房,002334,英威腾,2010-01-13,"749,207,077","524,945,717",,,,0,0,华南,广东,深圳市,C 制造业,www.invt.com.cn
002335,科华恒盛,厦门科华恒盛股份有限公司,"XIAMEN KEHUA HENGSHENG CO., LTD.",福建省厦门火炬高新区火炬园马垄路457号,002335,科华恒盛,2010-01-13,"270,783,300","185,055,210",,,,0,0,华东,福建,厦门市,C 制造业,www.kehua.com.cn
002336,*ST人乐,人人乐连锁商业集团股份有限公司,"RENRENLE COMMERCIAL GROUP CO.,LTD.",广东省深圳市南山区前海路心语家园裙楼二层,002336,*ST人乐,2010-01-13,"400,000,000","339,250,000",,,,0,0,华南,广东,深圳市,F 批发零售,www.renrenle.cn
002337,赛象科技,天津赛象科技股份有限公司,"TIANJIN SAIXIANG TECHNOLOGY CO.,LTD",天津市华苑新技术产业园区(环外)海泰发展四道9号,002337,赛象科技,2010-01-15,"594,282,750","565,811,532",,,,0,0,华北,天津,天津市,C 制造业,www.chinarpm.com
002338,奥普光电,长春奥普光电技术股份有限公司,"Changchun Up Optotech Co., Ltd.",吉林省长春市经济技术开发区营口路588号,002338,奥普光电,2010-01-15,"120,000,000","119,079,394",,,,0,0,东北,吉林,长春市,C 制造业,www.up-china.com
002339,积成电子,积成电子股份有限公司,"Integrated Electronic Systems Lab Co. , Ltd.",山东省济南市科航路1677号,002339,积成电子,2010-01-22,"378,896,000","295,382,275",,,,0,0,华东,山东,济南市,C 制造业,www.ieslab.com.cn
002340,格林美,格林美股份有限公司,"GEM Co.,Ltd",广东省深圳市宝安区宝安中心区兴华路南侧荣超滨海大厦A栋20层2008号房,002340,格林美,2010-01-22,"2,910,869,646","2,332,972,110",,,,0,0,华南,广东,深圳市,C 制造业,www.gemchina.com
002341,新纶科技,深圳市新纶科技股份有限公司,"SHENZHEN SELEN SCIENCE & TECHNOLOGY CO.,LTD.",广东省深圳市南山区南海大道3025号创意大厦13-14楼,002341,新纶科技,2010-01-22,"373,440,000","278,295,576",,,,0,0,华南,广东,深圳市,C 制造业,www.szselen.com
002342,巨力索具,巨力索具股份有限公司,"JULI SLING CO.,LTD.",河北省保定市徐水县巨力路,002342,巨力索具,2010-01-26,"960,000,000","865,613,430",,,,0,0,华北,河北,保定市,C 制造业,www.julisling.com
002343,慈文传媒,慈文传媒股份有限公司,"CIWEN MEDIA Co.,Ltd.",浙江省嘉兴市昌盛南路36号嘉兴智慧产业创新园智慧大厦B座1001室,002343,慈文传媒,2010-01-26,"314,510,000","172,569,254",,,,0,0,华东,浙江,嘉兴市,R 文化传播,www.ciwen.com.cn
002344,海宁皮城,海宁中国皮革城股份有限公司,"Haining China Leather Market Co.,Ltd",浙江省海宁市海州西路201号,002344,海宁皮城,2010-01-26,"1,120,000,000","1,105,859,382",,,,0,0,华东,浙江,嘉兴市,L 商务服务,www.zgpgc.com
002345,潮宏基,广东潮宏基实业股份有限公司,"GUANGDONG CHJ INDUSTRY CO., LTD.",广东省汕头市龙湖区龙新工业区龙新五街四号1-4楼,002345,潮宏基,2010-01-28,"845,111,200","829,799,050",,,,0,0,华南,广东,汕头市,C 制造业,www.chjchina.com
002346,柘中股份,上海柘中集团股份有限公司,"Shanghai Zhezhong Group Co., Ltd",上海市奉贤区浦卫公路50号,002346,柘中股份,2010-01-28,"441,575,416","79,800,000",,,,0,0,华东,上海,上海市,C 制造业,www.ch-zzcc.com
002347,泰尔重工,泰尔重工股份有限公司,"Taier Heavy Industry Co., Ltd.",安徽省马鞍山市经济技术开发区超山路669号,002347,泰尔重工,2010-01-28,"224,675,281","162,877,752",,,,0,0,华东,安徽,马鞍山市,C 制造业,www.taiergroup.com
002348,高乐股份,广东高乐玩具股份有限公司,"Goldlok Toys Holdings (GuangDong) Co.,Ltd",广东省普宁市占陇加工区振如大厦,002348,高乐股份,2010-02-03,"947,200,000","741,156,364",,,,0,0,华南,广东,揭阳市,C 制造业,www.goldlok.com
002349,精华制药,精华制药集团股份有限公司,"NANTONG JINGHUA PHARMACEUTICAL CO., LTD.",江苏省南通市港闸经济开发区兴泰路9号,002349,精华制药,2010-02-03,"420,294,831","298,124,828",,,,0,0,华东,江苏,南通市,C 制造业,www.ntjhzy.com
002350,北京科锐,北京科锐配电自动化股份有限公司,"Beijing Creative Distribution Automation Co.,LTD",北京市海淀区上地创业路8号3号楼4层,002350,北京科锐,2010-02-03,"218,280,000","217,576,001",,,,0,0,华北,北京,北京市,C 制造业,www.creat-da.com.cn
002351,漫步者,深圳市漫步者科技股份有限公司,"Edifier Technology Co.,Ltd.",广东省深圳市光明新区公明街道别墅路公明商会大厦301,002351,漫步者,2010-02-05,"588,000,000","279,903,900",,,,0,0,华南,广东,深圳市,C 制造业,www.edifier.com;www.manbuzhe.com
002352,鼎泰新材,马鞍山鼎泰稀土新材料股份有限公司,"Maanshan Dingtai Rare Earth & New Material Co., Ltd.",安徽省马鞍山市当涂工业园,002352,鼎泰新材,2010-02-05,"233,492,340","132,982,638",,,,0,0,华东,安徽,马鞍山市,C 制造业,www.dingtaicn.com
002353,杰瑞股份,烟台杰瑞石油服务集团股份有限公司,"Yantai Jereh Oilfield Services Group Co., Ltd.",山东省烟台市莱山区杰瑞路5号,002353,杰瑞股份,2010-02-05,"957,853,992","673,820,357",,,,0,0,华东,山东,烟台市,C 制造业,www.jereh.com
002354,天神娱乐,大连天神娱乐股份有限公司,"Dalian Zeus Entertainment Co., Ltd.",辽宁省大连市中山区致富街31号905单元,002354,天神娱乐,2010-02-09,"292,086,511","101,395,324",,,,0,0,东北,辽宁,大连市,I 信息技术,www.tianshenyule.com
002355,兴民钢圈,山东兴民钢圈股份有限公司,"Shandong Xingmin Wheel Co., Ltd.",山东省龙口市龙口经济开发区,002355,兴民钢圈,2010-02-09,"513,700,050","341,720,051",,,,0,0,华东,山东,烟台市,C 制造业,www.xingmin.com
002356,赫美集团,深圳赫美集团股份有限公司,"Shenzhen Hemei Group Co.,LTD.",广东省深圳市坪山新区金牛西路16号华瀚科技工业2号厂房218A,002356,赫美集团,2010-02-09,"310,474,440","240,000,000",,,,0,0,华南,广东,深圳市,C 制造业,www.szhnd.com
002357,富临运业,四川富临运业集团股份有限公司,"Sichuan Fulin Transportation Group CO., LTD.",四川省绵阳市绵州大道北段98号,002357,富临运业,2010-02-10,"313,489,036","313,247,259",,,,0,0,西南,四川,绵阳市,G 运输仓储,www.scflyy.cn
002358,森源电气,河南森源电气股份有限公司,"Henan Senyuan Electric Co.,Ltd",河南省长葛市魏武路南段西侧,002358,森源电气,2010-02-10,"795,595,488","776,272,416",,,,0,0,华中,河南,许昌市,C 制造业,www.hnsyec.com
002359,齐星铁塔,山东齐星铁塔科技股份有限公司,"SHANDONG QIXING IRON TOWER CO., LTD.",山东省邹平县开发区会仙二路,002359,齐星铁塔,2010-02-10,"416,800,000","383,332,519",,,,0,0,华东,山东,滨州市,C 制造业,www.qxtt.cn
002360,同德化工,山西同德化工股份有限公司,"SHANXI TOND CHEMICAL CO.,LTD.",山西省河曲县文笔镇焦尾城大茂口,002360,同德化工,2010-03-03,"391,512,600","244,029,582",,,,0,0,华北,山西,忻州市,C 制造业,www.tondchem.com
002361,神剑股份,安徽神剑新材料股份有限公司,"Anhui Shenjian New Materials Co.,Ltd",安徽省芜湖经济技术开发区桥北工业园保顺路8号,002361,神剑股份,2010-03-03,"862,595,596","546,245,484",,,,0,0,华东,安徽,芜湖市,C 制造业,www.shen-jian.com
002362,汉王科技,汉王科技股份有限公司,"Hanwang Technology Co.,Ltd.",北京市海淀区东北旺西路8号5号楼三层,002362,汉王科技,2010-03-03,"214,102,792","176,424,682",,,,0,0,华北,北京,北京市,C 制造业,www.hanwang.com.cn
002363,隆基机械,山东隆基机械股份有限公司,"SHANDONG LONGJI MACHINERY CO.,LTD.",山东省龙口市外向型经济开发区,002363,隆基机械,2010-03-05,"385,873,624","385,565,495",,,,0,0,华东,山东,烟台市,C 制造业,www.longjigroup.cn
002364,中恒电气,杭州中恒电气股份有限公司,"HANGZHOU ZHONGHENG ELECTRIC Co., Ltd.",浙江省杭州市高新区之江科技工业园东信大道69号,002364,中恒电气,2010-03-05,"523,242,380","422,753,433",,,,0,0,华东,浙江,杭州市,C 制造业,www.hzzh.com
002365,永安药业,潜江永安药业股份有限公司,"QIANJIANG YONGAN PHARMACEUTICAL CO.,LTD.",湖北省潜江经济开发区广泽大道2号,002365,永安药业,2010-03-05,"187,000,000","153,945,025",,,,0,0,华中,湖北,潜江市,C 制造业,www.chinataurine.com
002366,台海核电,台海玛努尔核电设备股份有限公司,"Taihai Manoir Nuclear Equipment Co., Ltd.",四川省青神县黑龙镇,002366,台海核电,2010-03-12,"433,528,675","119,826,578",,,,0,0,西南,四川,眉山市,C 制造业,www.scdanfu.cn
002367,康力电梯,康力电梯股份有限公司,"CANNY ELEVATOR CO., LTD.",江苏省汾湖高新技术产业开发区康力大道888号,002367,康力电梯,2010-03-12,"738,600,124","461,138,326",,,,0,0,华东,江苏,苏州市,C 制造业,www.canny-elevator.com
002368,太极股份,太极计算机股份有限公司,Taiji Computer Corporation Limited,北京市海淀区北四环中路211号,002368,太极股份,2010-03-12,"415,597,227","362,653,809",,,,0,0,华北,北京,北京市,I 信息技术,www.taiji.com.cn
002369,卓翼科技,深圳市卓翼科技股份有限公司,"SHENZHEN ZOWEE TECHNOLOGY CO.,LTD",广东省深圳市南山区西丽民企科技工业园5栋,002369,卓翼科技,2010-03-16,"484,002,950","417,461,315",,,,0,0,华南,广东,深圳市,C 制造业,www.zowee.com.cn
002370,亚太药业,浙江亚太药业股份有限公司,"Zhejiang Yatai Pharmaceutical Co.,Ltd.",浙江省绍兴市柯桥区云集路1152号,002370,亚太药业,2010-03-16,"204,000,000","203,619,725",,,,0,0,华东,浙江,绍兴市,C 制造业,www.ytyaoye.com
002371,七星电子,北京七星华创电子股份有限公司,"Beijing Sevenstar Electronics Co.,Ltd.",北京市朝阳区酒仙桥东路1号,002371,七星电子,2010-03-16,"352,200,000","340,039,806",,,,0,0,华北,北京,北京市,C 制造业,www.sevenstar.com.cn
002372,伟星新材,浙江伟星新型建材股份有限公司,"Zhejiang Weixing New Building Materials Co.,Ltd.",浙江省临海经济开发区,002372,伟星新材,2010-03-18,"775,696,740","680,108,814",,,,0,0,华东,浙江,台州市,C 制造业,www.china-pipes.com
002373,千方科技,北京千方科技股份有限公司,"China TransInfo Technology Co., Ltd",北京市海淀区学院路39号1幢唯实大厦901A室,002373,千方科技,2010-03-18,"1,104,376,432","466,764,562",,,,0,0,华北,北京,北京市,I 信息技术,www.ctfo.com
002374,丽鹏股份,山东丽鹏股份有限公司,"SHANDONG LIPENG CO.,LTD",山东省烟台市牟平区姜格庄街道办事处丽鹏路1号,002374,丽鹏股份,2010-03-18,"773,571,086","503,240,098",,,,0,0,华东,山东,烟台市,C 制造业,www.lp.com.cn
002375,亚厦股份,浙江亚厦装饰股份有限公司,"ZHEJIANG YASHA DECORATION CO.,LTD.",浙江省上虞市章镇工业新区,002375,亚厦股份,2010-03-23,"1,339,996,498","1,094,390,151",,,,0,0,华东,浙江,绍兴市,E 建筑业,www.yashazs.com
002376,新北洋,山东新北洋信息技术股份有限公司,"Shandong New Beiyang Information Technology Co.,Ltd.",山东省威海市火炬高技术产业开发区火炬路169号,002376,新北洋,2010-03-23,"631,490,090","572,134,786",,,,0,0,华东,山东,威海市,C 制造业,www.newbeiyang.com.cn
002377,国创高新,湖北国创高新材料股份有限公司,"Hubei Guochuang Hi-Tech Material Co.,Ltd",湖北省武汉市东湖新技术开发区武大园三路8号,002377,国创高新,2010-03-23,"438,140,000","431,947,325",,,,0,0,华中,湖北,武汉市,C 制造业,www.guochuang.com.cn
002378,章源钨业,崇义章源钨业股份有限公司,"Chongyi Zhangyuan Tungsten Co., Ltd.",江西省赣州市崇义县城塔下,002378,章源钨业,2010-03-31,"924,167,436","922,933,461",,,,0,0,华东,江西,赣州市,C 制造业,www.zy-tungsten.com
002379,*ST鲁丰,鲁丰环保科技股份有限公司,"Loften Environmental Technology Co.,Ltd",山东省博兴县滨博大街1568号,002379,*ST鲁丰,2010-03-31,"926,400,000","676,524,438",,,,0,0,华东,山东,滨州市,C 制造业,www.loften.com.cn
002380,科远股份,南京科远自动化集团股份有限公司,"Nanjing Keyuan Automatic Corporation Co.,Ltd",江苏省南京市江宁区秣陵街道清水亭东路1266号,002380,科远股份,2010-03-31,"239,991,649","104,708,330",,,,0,0,华东,江苏,南京市,C 制造业,www.sciyon.com
002381,双箭股份,浙江双箭橡胶股份有限公司,"ZHEJIANG DOUBLE ARROW RUBBER CO., LTD.",浙江省桐乡市洲泉镇晚村,002381,双箭股份,2010-04-02,"428,500,000","215,840,480",,,,0,0,华东,浙江,嘉兴市,C 制造业,www.doublearrow.net
002382,蓝帆医疗,蓝帆医疗股份有限公司,"BLUE SAIL MEDICAL CO.,LTD.",山东省淄博市齐鲁化学工业区清田路21号,002382,蓝帆医疗,2010-04-02,"494,400,000","480,829,464",,,,0,0,华东,山东,淄博市,C 制造业,www.bluesail.cn
002383,合众思壮,北京合众思壮科技股份有限公司,"Beijing UniStrong Science&Technology Co.,Ltd.",北京市海淀区知春路118号知春大厦1501室,002383,合众思壮,2010-04-02,"197,328,688","144,864,937",,,,0,0,华北,北京,北京市,C 制造业,www.unistrong.com
002384,东山精密,苏州东山精密制造股份有限公司,"Suzhou Dongshan Precision manufacturing Co., Ltd",江苏省苏州市吴中区东山上湾村,002384,东山精密,2010-04-09,"847,390,270","551,654,770",,,,0,0,华东,江苏,苏州市,C 制造业,www.sz-dsbj.com
002385,大北农,北京大北农科技集团股份有限公司,"Beijing DBN Technology Group Co.,Ltd",北京市海淀区中关村大街27号中关村大厦14层,002385,大北农,2010-04-09,"4,100,669,122","2,382,200,424",,,,0,0,华北,北京,北京市,C 制造业,www.dbn.com.cn
002386,天原集团,宜宾天原集团股份有限公司,"YIBIN TIANYUAN GROUP CO., LTD.",四川省宜宾市下江北,002386,天原集团,2010-04-09,"671,679,806","671,552,550",,,,0,0,西南,四川,宜宾市,C 制造业,www.ybty.com
002387,黑牛食品,黑牛食品股份有限公司,"BLACKCOW FOOD CO.,LTD.",广东省汕头市金平区岐山北工业片区02-02号,002387,黑牛食品,2010-04-13,"469,459,458","375,670,542",,,,0,0,华南,广东,汕头市,C 制造业,www.blackcow.cn
002388,新亚制程,深圳市新亚电子制程股份有限公司,"Shenzhen Sunyes Electronic Manufacturing Holding Co.,Ltd",广东省深圳市福田区中康路卓越梅林中心广场（北区）1栋306A,002388,新亚制程,2010-04-13,"399,600,000","381,811,552",,,,0,0,华南,广东,深圳市,C 制造业,www.sunyes.cn
002389,南洋科技,浙江南洋科技股份有限公司,"Zhejiang Nanyang Technology Co., Ltd.",浙江省台州市开发区开发大道388号,002389,南洋科技,2010-04-13,"709,923,000","521,085,309",,,,0,0,华东,浙江,台州市,C 制造业,www.nykj.cc
002390,信邦制药,贵州信邦制药股份有限公司,"Guizhou Xinbang Pharmaceutical Co.,Ltd.",贵州省黔南布依布依族苗族自治州罗甸县龙坪镇解放路96号,002390,信邦制药,2010-04-16,"1,704,895,788","733,174,423",,,,0,0,西南,贵州,贵阳市,C 制造业,www.xinbang.com
002391,长青股份,江苏长青农化股份有限公司,"JIANGSU CHANGQING AGROCHEMICAL CO.,LTD",江苏省扬州市江都经济开发区三江大道8号,002391,长青股份,2010-04-16,"359,486,180","220,416,690",,,,0,0,华东,江苏,扬州市,C 制造业,www.jscq.com
002392,北京利尔,北京利尔高温材料股份有限公司,"BEIJING LIER HIGH-TEMPERATURE MATERIALS CO., LTD.",北京市昌平区小汤山镇小汤山工业园4号楼,002392,北京利尔,2010-04-23,"1,198,559,434","640,161,652",,,,0,0,华北,北京,北京市,C 制造业,www.bjlirr.com
002393,力生制药,天津力生制药股份有限公司,"TIANJIN LISHENG PHARMACEUTICAL CO.,LTD",天津市西青经济技术开发区赛达北一道16号,002393,力生制药,2010-04-23,"182,454,992","181,891,579",,,,0,0,华北,天津,天津市,C 制造业,www.lishengpharma.com
